Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, fluid_overload
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness
Tuberculosis, chills, fatigue, weight_loss, cough, high_fever, breathlessness
Tuberculosis, chills, vomiting, weight_loss, cough, high_fever, breathlessness
Tuberculosis, chills, vomiting, fatigue, cough, high_fever, breathlessness
Tuberculosis, chills, vomiting, fatigue, weight_loss, high_fever, breathlessness
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, breathlessness
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Common Cold, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes
Common Cold, continuous_sneezing, fatigue, cough, high_fever, headache, swelled_lymph_nodes
Common Cold, continuous_sneezing, chills, cough, high_fever, headache, swelled_lymph_nodes
Common Cold, continuous_sneezing, chills, fatigue, high_fever, headache, swelled_lymph_nodes
Common Cold, continuous_sneezing, chills, fatigue, cough, headache, swelled_lymph_nodes
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, swelled_lymph_nodes
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Pneumonia, fatigue, cough, high_fever, breathlessness, sweating, malaise
Pneumonia, chills, cough, high_fever, breathlessness, sweating, malaise
Pneumonia, chills, fatigue, high_fever, breathlessness, sweating, malaise
Pneumonia, chills, fatigue, cough, breathlessness, sweating, malaise
Pneumonia, chills, fatigue, cough, high_fever, sweating, malaise
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, malaise
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Varicose veins, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf
Varicose veins, fatigue, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf
Varicose veins, fatigue, cramps, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf
Varicose veins, fatigue, cramps, bruising, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf
Varicose veins, fatigue, cramps, bruising, obesity, swollen_blood_vessels, prominent_veins_on_calf
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, prominent_veins_on_calf
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, prominent_veins_on_calf
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy, dizziness, puffy_face_and_eyes
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy, dizziness, puffy_face_and_eyes
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, dizziness, puffy_face_and_eyes
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, puffy_face_and_eyes
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate
Hyperthyroidism, fatigue, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate
Hyperthyroidism, fatigue, mood_swings, restlessness, sweating, diarrhoea, fast_heart_rate
Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating, diarrhoea, fast_heart_rate
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, diarrhoea, fast_heart_rate
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, fast_heart_rate
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Hypoglycemia, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision
Hypoglycemia, vomiting, anxiety, sweating, headache, nausea, blurred_and_distorted_vision
Hypoglycemia, vomiting, fatigue, sweating, headache, nausea, blurred_and_distorted_vision
Hypoglycemia, vomiting, fatigue, anxiety, headache, nausea, blurred_and_distorted_vision
Hypoglycemia, vomiting, fatigue, anxiety, sweating, nausea, blurred_and_distorted_vision
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, blurred_and_distorted_vision
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, abdominal_pain, yellowing_of_eyes
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity
Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity
Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity
Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level, blurred_and_distorted_vision, obesity
Diabetes , fatigue, weight_loss, restlessness, lethargy, blurred_and_distorted_vision, obesity
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, obesity
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression
Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression
Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression
Migraine, acidity, indigestion, headache, excessive_hunger, stiff_neck, depression
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, stiff_neck, depression
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, depression
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Jaundice, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine
Jaundice,itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine
Jaundice,itching, vomiting, weight_loss, high_fever, yellowish_skin, dark_urine
Jaundice,itching, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Jaundice,itching, vomiting, fatigue, weight_loss, yellowish_skin, dark_urine
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, dark_urine
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Malaria, vomiting, high_fever, sweating, headache, nausea, diarrhoea
Malaria, chills, high_fever, sweating, headache, nausea, diarrhoea
Malaria, chills, vomiting, sweating, headache, nausea, diarrhoea
Malaria, chills, vomiting, high_fever, headache, nausea, diarrhoea
Malaria, chills, vomiting, high_fever, sweating, nausea, diarrhoea
Malaria, chills, vomiting, high_fever, sweating, headache, diarrhoea
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Chicken pox, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite
Chicken pox,itching, fatigue, lethargy, high_fever, headache, loss_of_appetite
Chicken pox,itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite
Chicken pox,itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite
Chicken pox,itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache
Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache
Dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache
Dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache
